Covered_Recipient_Type,Noncovered_Recipient_Entity_Name,Teaching_Hospital_CCN,Teaching_Hospital_ID,Teaching_Hospital_Name,Covered_Recipient_Profile_ID,Covered_Recipient_NPI,Covered_Recipient_First_Name,Covered_Recipient_Last_Name,Recipient_City,Recipient_State,Recipient_Zip_Code,Covered_Recipient_Primary_Type_1,Covered_Recipient_Specialty_1,Total_Amount_of_Payment_USDollars,Date_of_Payment,Record_ID,Program_Year,Payment_Publication_Date
Covered Recipient Teaching Hospital,Not available,464009.0,11166.0,U OF UTAH NEUROPSYCHIATRIC INSTITUTE,Not available,Not available,Not available,Not available,Salt Lake City,UT,84132,Not available,Not available,2892.0,10/14/2021,792398303,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230297.0,10146.0,KARMANOS CANCER HOSPITAL,Not available,Not available,Not available,Not available,Detroit,MI,48201,Not available,Not available,1000.0,03/16/2021,816657765,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,464009.0,11166.0,U OF UTAH NEUROPSYCHIATRIC INSTITUTE,Not available,Not available,Not available,Not available,Salt Lake City,UT,84132,Not available,Not available,5280.6,12/31/2021,792398453,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220162.0,9984.0,Dana-Farber Cancer Institute,Not available,Not available,Not available,Not available,BOSTON,MA,02215,Not available,Not available,192.0,09/01/2021,807117661,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53302.0,11301.0,Childrens Hospital Los Angeles,Not available,Not available,Not available,Not available,Los Angeles,CA,90027,Not available,Not available,1.5,08/05/2021,811741925,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,Vanderbilt University Medical Center,Not available,Not available,Not available,Not available,Nashville,TN,37232,Not available,Not available,3.25,06/28/2021,811881753,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,110010.0,10785.0,Emory University Hospital,Not available,Not available,Not available,Not available,Atlanta,GA,30302,Not available,Not available,1814.0,03/31/2021,836178725,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,260108.0,10606.0,MISSOURI BAPTIST MEDICAL CENTER,Not available,Not available,Not available,Not available,Saint Louis,MO,63131,Not available,Not available,600.0,04/02/2021,832827359,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1052801.0,1215965876.0,SHERELLE,LAIFER- NARIN,NEW YORK,NY,10032,Medical Doctor,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,80.0,12/23/2021,792404059,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,453300.0,11046.0,Cook Childrens Medical Center,Not available,Not available,Not available,Not available,Fort Worth,TX,76104,Not available,Not available,259.08,12/31/2021,826473279,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,490009.0,10745.0,UNIVERSITY OF VIRGINIA MEDICAL CENTE,Not available,Not available,Not available,Not available,Charlottesville,VA,22908,Not available,Not available,18200.0,04/13/2021,816674095,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230046.0,10547.0,Univ Of Mi Hospitals & Hlth Ctrs,Not available,Not available,Not available,Not available,ANN ARBOR,MI,48109,Not available,Not available,206.41,04/13/2021,843821013,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,7220803.0,1760913446.0,BELINDA,DANIEL,LA JOLLA,CA,92093,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,940.0,02/27/2021,832501880,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,311623.0,1861452815.0,AMY,PALLER,CHICAGO,IL,60614,Medical Doctor,Allopathic & Osteopathic Physicians|Pediatrics,617.38,04/23/2021,793083693,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230297.0,10146.0,Karmanos Cancer Hospital,Not available,Not available,Not available,Not available,DETROIT,MI,48201,Not available,Not available,21.4,01/11/2021,831055955,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,240010.0,10582.0,Mayo Clinic Hospital Rochester,Not available,Not available,Not available,Not available,ROCHESTER,MN,55902,Not available,Not available,8950.1,09/13/2021,819885571,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,767501.0,1194754390.0,JOAN,PROWDA,PHILADELPHIA,PA,19104,Medical Doctor,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,1380.0,12/09/2021,793083979,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,63301.0,11125.0,Childrens Hospital Colorado,Not available,Not available,Not available,Not available,Aurora,CO,80011,Not available,Not available,1670.0,02/18/2021,849330339,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54144.0,11286.0,Langley Porter Psychiatric Hospital,Not available,Not available,Not available,Not available,San Francisco,CA,94143,Not available,Not available,172428.25,06/10/2021,835062883,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230053.0,10500.0,HENRY FORD HOSPITAL,Not available,Not available,Not available,Not available,DETROIT,MI,48202,Not available,Not available,3400.0,03/13/2021,835912935,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1019271.0,1033261557.0,JOSEPH,JORDAN,DURHAM,NC,27710,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,2150.0,04/16/2021,810764239,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,330285.0,10135.0,STRONG MEMORIAL HOSPITAL,Not available,Not available,Not available,Not available,Rochester,NY,14642,Not available,Not available,788.45,09/30/2021,793089921,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53302.0,11301.0,Childrens Hospital Los Angeles,Not available,Not available,Not available,Not available,Los Angeles,CA,90027,Not available,Not available,44.75,08/09/2021,835065065,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,181967.0,1003996653.0,ELLEN,RITCHIE,NEW YORK,NY,10021,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,110.0,03/11/2021,801078303,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,Massachusetts General Hospital,Not available,Not available,Not available,Not available,Boston,MA,02114,Not available,Not available,30.0,07/20/2021,796700565,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,83300.0,10812.0,Alfred I Dupont Hosp For Children,Not available,Not available,Not available,Not available,Wilmington,DE,19899,Not available,Not available,0.4,03/10/2021,793095343,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50599.0,11287.0,Uc Davis Medical Center,Not available,Not available,Not available,Not available,SACRAMENTO,CA,95817,Not available,Not available,35352.3,06/18/2021,807119241,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54144.0,11286.0,LANGLEY PORTER PSYCHIATRIC HOSPITAL,Not available,Not available,Not available,Not available,San Francisco,CA,94143,Not available,Not available,392.35,05/04/2021,816659161,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1372988.0,1043698715.0,DANIEL,DELIGIO,DOWNERS GROVE,IL,60515,Doctor of Optometry,Eye and Vision Services Providers|Optometrist,1282.4,05/20/2021,807654729,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220110.0,9985.0,Brigham And Womens Hospital,Not available,Not available,Not available,Not available,BOSTON,MA,02115,Not available,Not available,210.5,02/09/2021,843811203,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1191811.0,1104900265.0,CHRISTOPHER,KONTOS,DURHAM,NC,27707,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,4750.0,04/16/2021,811262883,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,MASSACHUSETTS GENERAL HOSPITAL,Not available,Not available,Not available,Not available,Boston,MA,02114,Not available,Not available,48.42,03/04/2021,816660093,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,303222.0,1679551444.0,BRADLEY,GIEDD,WINTER PARK,FL,32792,Doctor of Optometry,Eye and Vision Services Providers|Optometrist,527.4,06/23/2021,807655243,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,30103.0,11162.0,Mayo Clinic Hospital,Not available,Not available,Not available,Not available,PHOENIX,AZ,85054,Not available,Not available,2573.0,05/28/2021,771321316,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,300216.0,1619079571.0,KENNETH,LEE,GREENVILLE,NC,27834,Medical Doctor,Allopathic & Osteopathic Physicians|Neurological Surgery,520.0,04/22/2021,813747273,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,489606.0,1427497551.0,ADRIAN,MURPHY,BALTIMORE,MD,21287,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,900.0,02/25/2021,792404323,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,490009.0,10745.0,UNIVERSITY OF VIRGINIA MEDICAL CENTE,Not available,Not available,Not available,Not available,Charlottesville,VA,22908,Not available,Not available,7031.25,09/07/2021,816674563,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,150021.0,10402.0,Parkview Hospital,Not available,Not available,Not available,Not available,FORT WAYNE,IN,46845,Not available,Not available,166.25,03/09/2021,843821629,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,264563.0,1831374644.0,ADAM,GIERMASZ,SACRAMENTO,CA,95817,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,330.0,03/10/2021,832503499,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,210012.0,10691.0,Sinai Hospital Of Baltimore Inc.,Not available,Not available,Not available,Not available,BALTIMORE,MD,21215,Not available,Not available,2577.53,12/31/2021,839385019,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54009.0,11327.0,Resnick Neuropsychiatric Hospital At,Not available,Not available,Not available,Not available,LOS ANGELES,CA,90095,Not available,Not available,117.0,07/19/2021,851400863,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,110029.0,10796.0,Northeast Georgia Medical Center,Not available,Not available,Not available,Not available,Gainesville,GA,30501,Not available,Not available,4765.0,09/30/2021,827567917,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390133.0,10231.0,Lehigh Valley,Not available,Not available,Not available,Not available,ALLENTOWN,PA,18103,Not available,Not available,1500.0,12/07/2021,819885885,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,Vanderbilt University Medical Center,Not available,Not available,Not available,Not available,NASHVILLE,TN,37232,Not available,Not available,2414.0,11/05/2021,800995431,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,82778.0,1831325521.0,JONATHAN,SILVERBERG,WASHINGTON,DC,20037,Medical Doctor,Allopathic & Osteopathic Physicians|Dermatology,330.0,05/14/2021,832537973,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,2677893.0,1053638197.0,EMILY,RUIZ,BOSTON,MA,02215,Medical Doctor,Allopathic & Osteopathic Physicians|Dermatology,100.9,03/01/2021,793084237,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54144.0,11286.0,Langley Porter Psychiatric Hospital,Not available,Not available,Not available,Not available,SAN FRANCISCO,CA,94143,Not available,Not available,31325.0,11/30/2021,819886177,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,410007.0,10008.0,RHODE ISLAND HOSPITAL,Not available,Not available,Not available,Not available,PROVIDENCE,RI,02914,Not available,Not available,3000.0,07/01/2021,835923967,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,143072.0,1144337411.0,FARID,SADAKA,SAINT LOUIS,MO,63141,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,12312.5,05/04/2021,840563901,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,Massachusetts General Hospital,Not available,Not available,Not available,Not available,Boston,MA,02114,Not available,Not available,570.67,08/25/2021,811763117,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,393303.0,10215.0,THE CHILDRENS HOSPITAL OF PHILADELP,Not available,Not available,Not available,Not available,Philadelphia,PA,19104,Not available,Not available,5200.0,11/18/2021,793090177,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1030886.0,1447545520.0,UMANG,SWAMI,IOWA CITY,IA,52242,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,50.37,04/30/2021,801078559,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,116924.0,1598704371.0,BRADLEY,HINES,MEMPHIS,TN,38111,Doctor of Optometry,Eye and Vision Services Providers|Optometrist,872.6,12/09/2021,807674535,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,130006.0,11100.0,St. Lukes Regional Medical Center,Not available,Not available,Not available,Not available,Boise,ID,83712,Not available,Not available,550.0,11/15/2021,793095887,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,310001.0,10178.0,Hackensack University Medical Center,Not available,Not available,Not available,Not available,HACKENSACK,NJ,07601,Not available,Not available,5326.5,02/10/2021,837041425,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,8578.0,1194942219.0,Dawood,Sayed,Kansas City,KS,66160,Medical Doctor,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,104.65,07/09/2021,855222857,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,130006.0,11100.0,St. Lukes Regional Medical Center,Not available,Not available,Not available,Not available,Boise,ID,83712,Not available,Not available,4000.0,09/07/2021,803535541,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220110.0,9985.0,BRIGHAM AND WOMENS HOSPITAL,Not available,Not available,Not available,Not available,Boston,MA,02115,Not available,Not available,1750.0,01/03/2021,829551275,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1058625.0,1437166592.0,TARA,CHANG,PALO ALTO,CA,94305,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,250.0,03/12/2021,811263721,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,673087.0,1871919894.0,FREDERICK,FERRIS,BETHESDA,MD,20892,Medical Doctor,Allopathic & Osteopathic Physicians|Ophthalmology,2000.0,01/12/2021,839352773,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380007.0,11204.0,LEGACY EMANUEL HOSPITAL & HEALTH CTR,Not available,Not available,Not available,Not available,Portland,OR,97232,Not available,Not available,550.0,06/18/2021,792399511,2021,01/20/2023
